,seller_type,year,mileage,name,torque,seats,km_driven,transmission,owner,engine,max_power,fuel
659,Individual,2018,23.0 kmpl,Ford EcoSport 1.5 Diesel Titanium BSIV,205Nm@ 1750-3250rpm,5.0,65000,Manual,First Owner,1498 CC,98.96 bhp,Diesel
660,Individual,2009,13.6 kmpl,Hyundai Sonata 2.0L CRDi MT,"33@ 2,000-2,680(kgm@ rpm)",5.0,180000,Manual,First Owner,1991 CC,142 bhp,Diesel
661,Trustmark Dealer,2013,21.79 kmpl,Maruti Wagon R LXI,90Nm@ 3500rpm,5.0,58343,Manual,First Owner,998 CC,67.05 bhp,Petrol
662,Dealer,2017,25.2 kmpl,Maruti Swift VDI Optional,190Nm@ 2000rpm,5.0,58559,Manual,First Owner,1248 CC,74 bhp,Diesel
663,Dealer,2016,22.54 kmpl,Hyundai i20 Asta Option 1.4 CRDi,219.7Nm@ 1500-2750rpm,5.0,53000,Manual,First Owner,1396 CC,88.73 bhp,Diesel
664,Individual,2008,11.57 kmpl,Tata New Safari DICOR 2.2 EX 4x2,320Nm@ 1700-2700rpm,7.0,120000,Manual,Second Owner,2179 CC,138.1 bhp,Diesel
665,Individual,2017,24.7 kmpl,Maruti Alto 800 LXI,69Nm@ 3500rpm,5.0,40000,Manual,First Owner,796 CC,47.3 bhp,Petrol
666,Dealer,2017,18.49 kmpl,Mahindra TUV 300 mHAWK100 T8,240Nm@ 1600-2800rpm,7.0,40000,Manual,First Owner,1493 CC,100 bhp,Diesel
667,Individual,2012,20.77 kmpl,Maruti Ertiga ZDI,200Nm@ 1750rpm,7.0,96000,Manual,Second Owner,1248 CC,88.8 bhp,Diesel
668,Individual,2018,28.4 kmpl,Maruti Swift VDI,190Nm@ 2000rpm,5.0,46000,Manual,First Owner,1248 CC,74 bhp,Diesel
669,Dealer,2017,23.4 kmpl,Maruti Swift Dzire Tour LDI,190Nm@ 2000rpm,5.0,28832,Manual,First Owner,1248 CC,74 bhp,Diesel
670,Individual,2018,16.5 kmpl,Mahindra Bolero 2011-2019 mHAWK D70 ZLX,195Nm@ 1400-2200rpm,7.0,70000,Manual,First Owner,1493 CC,70 bhp,Diesel
671,Individual,2019,18.2 kmpl,Honda Jazz VX CVT,110Nm@ 4800rpm,5.0,3100,Automatic,First Owner,1199 CC,88.7 bhp,Petrol
672,Individual,2004,16.1 kmpl,Maruti 800 Std BSII,59Nm@ 2500rpm,4.0,46000,Manual,Fourth & Above Owner,796 CC,37 bhp,Petrol
673,Individual,2013,25.44 kmpl,Chevrolet Beat Diesel LS,150Nm@ 1750rpm,5.0,68000,Manual,Second Owner,936 CC,57.6 bhp,Diesel
674,Individual,2010,13.45 km/kg,Hyundai Santro Xing GLS LPG,96.1Nm@ 3000rpm,5.0,70000,Manual,Third Owner,1086 CC,62.1 bhp,LPG
675,Individual,2017,27.39 kmpl,Maruti Baleno Alpha 1.3,190Nm@ 2000rpm,5.0,71000,Manual,First Owner,1248 CC,74 bhp,Diesel
676,Dealer,2020,20.7 kmpl,Hyundai Grand i10 Nios Sportz,113.75Nm@ 4000rpm,5.0,2000,Manual,First Owner,1197 CC,81.86 bhp,Petrol
677,Individual,2016,23.0 kmpl,Tata Zest Quadrajet 1.3 XM,200Nm@ 1750-3000rpm,5.0,110000,Manual,First Owner,1248 CC,88.7 bhp,Diesel
678,Individual,2019,24.3 kmpl,Maruti Vitara Brezza ZDi Plus,200Nm@ 1750rpm,5.0,40000,Manual,First Owner,1248 CC,88.5 bhp,Diesel
679,Individual,2018,24.3 kmpl,Maruti Vitara Brezza VDi Option,200Nm@ 1750rpm,5.0,50000,Manual,First Owner,1248 CC,88.5 bhp,Diesel
680,Individual,2009,17.5 kmpl,Maruti Swift Dzire 1.2 Lxi BSIV,114Nm@ 4000rpm,5.0,160000,Manual,Third Owner,1197 CC,85.8 bhp,Petrol
681,Dealer,2011,22.32 kmpl,Hyundai Verna 1.6 SX,259.8Nm@ 1900-2750rpm,5.0,221889,Manual,First Owner,1582 CC,126.32 bhp,Diesel
682,Individual,2017,17.01 kmpl,Hyundai Verna 1.6 VTVT AT SX,154.9Nm@ 4200rpm,5.0,15000,Automatic,First Owner,1591 CC,121.3 bhp,Petrol
683,Individual,2011,23.0 kmpl,Hyundai i20 1.4 CRDi Sportz,22.4 kgm at 1750-2750rpm,5.0,116500,Manual,First Owner,1396 CC,90 bhp,Diesel
684,Individual,2019,20.0 kmpl,Renault Triber RXZ BSIV,96Nm@ 3500rpm,7.0,5000,Manual,First Owner,999 CC,72 bhp,Petrol
685,Individual,2017,20.14 kmpl,Hyundai Xcent 1.2 VTVT S,113.75nm@ 4000rpm,5.0,25000,Manual,First Owner,1197 CC,81.86 bhp,Petrol
686,Individual,2016,24.3 kmpl,Maruti Vitara Brezza VDi,200Nm@ 1750rpm,5.0,70000,Manual,First Owner,1248 CC,88.5 bhp,Diesel
687,Individual,2011,23.0 kmpl,Hyundai i20 1.4 CRDi Asta,22.4 kgm at 1750-2750rpm,5.0,100000,Manual,Second Owner,1396 CC,90 bhp,Diesel
688,Individual,2014,23.1 kmpl,Maruti Celerio ZXI,90Nm@ 3500rpm,5.0,48000,Manual,First Owner,998 CC,67.04 bhp,Petrol
689,Individual,2017,18.15 kmpl,Mahindra KUV 100 mFALCON G80 K6 AW,115Nm@ 3500-3600rpm,6.0,5000,Manual,Second Owner,1198 CC,82 bhp,Petrol
690,Individual,2006,12.8 kmpl,Toyota Innova 2.5 V Diesel 8-seater,20.4@ 1400-3400(kgm@ rpm),8.0,270000,Manual,Third Owner,2494 CC,102 bhp,Diesel
691,Individual,2009,19.0 kmpl,Maruti A-Star Vxi,90Nm@ 3500rpm,5.0,95000,Manual,Second Owner,998 CC,66.1 bhp,Petrol
692,Individual,2017,24.0 kmpl,Hyundai Grand i10 1.2 CRDi Asta,190.24nm@ 1750-2250rpm,5.0,60000,Manual,First Owner,1186 CC,73.97 bhp,Diesel
693,Individual,2012,25.4 kmpl,Tata Nano Cx BSIII,51Nm@ 4000+/-500rpm,4.0,40000,Manual,Second Owner,624 CC,38 bhp,Petrol
694,Individual,2014,21.94 km/kg,Maruti Eeco CNG 5 Seater AC BSIV,85Nm@ 3000rpm,5.0,70000,Manual,Second Owner,1196 CC,61.7 bhp,CNG
695,Individual,2013,20.46 kmpl,Renault Duster 85PS Diesel RxL Optional,200Nm@ 1900rpm,5.0,80000,Manual,Second Owner,1461 CC,83.8 bhp,Diesel
696,Dealer,2019,21.63 kmpl,Maruti Celerio VXi AMT,90Nm@ 3500rpm,5.0,9000,Automatic,First Owner,998 CC,67.04 bhp,Petrol
697,Individual,2014,22.54 kmpl,Hyundai i20 Sportz 1.4 CRDi,219.7Nm@ 1500-2750rpm,5.0,70000,Manual,Second Owner,1396 CC,88.73 bhp,Diesel
698,Individual,2014,26.0 kmpl,Honda City i DTEC SV,200Nm@ 1750rpm,5.0,97000,Manual,First Owner,1498 CC,98.6 bhp,Diesel
699,Individual,2016,25.32 kmpl,Mahindra KUV 100 mFALCON D75 K8,190Nm@ 1750-2250rpm,6.0,100000,Manual,First Owner,1198 CC,77 bhp,Diesel
700,Individual,2015,15.85 kmpl,Ford EcoSport 1.5 Ti VCT MT Titanium BSIV,140Nm@ 4400rpm,5.0,25000,Manual,First Owner,1499 CC,110.4 bhp,Petrol
701,Individual,2014,14.02 kmpl,Mahindra Xylo H9,280Nm@ 2400-2800rpm,8.0,95000,Manual,Second Owner,2179 CC,118.3 bhp,Diesel
702,Dealer,2018,24.3 kmpl,Maruti Vitara Brezza ZDi,200Nm@ 1750rpm,5.0,58511,Manual,First Owner,1248 CC,88.5 bhp,Diesel
703,Individual,2013,20.51 kmpl,Maruti Wagon R Stingray VXI,90Nm@ 3500rpm,5.0,40000,Manual,First Owner,998 CC,67.04 bhp,Petrol
704,Individual,2012,19.01 kmpl,Renault Duster 110PS Diesel RxZ,248Nm@ 2250rpm,5.0,110000,Manual,Third Owner,1461 CC,108.45 bhp,Diesel
705,Individual,2016,15.96 kmpl,Mahindra Bolero 2011-2019 DI - AC BS III,180Nm@ 1440-1500rpm,9.0,72000,Manual,First Owner,2523 CC,63 bhp,Diesel
706,Individual,2004,18.9 kmpl,Maruti Wagon R LXI,90Nm@ 3500rpm,5.0,120000,Manual,Third Owner,998 CC,67.1 bhp,Petrol
707,Individual,2016,24.3 kmpl,Maruti Vitara Brezza LDi Option,200Nm@ 1750rpm,5.0,70000,Manual,First Owner,1248 CC,88.5 bhp,Diesel
708,Individual,2009,14.0 kmpl,Mahindra Xylo E4,260 Nm at 1800-2200 rpm,7.0,300000,Manual,First Owner,2498 CC,112 bhp,Diesel
709,Individual,2015,15.96 kmpl,Mahindra Bolero 2011-2019 Special Edition,195Nm@ 1400-2200rpm,7.0,40000,Manual,First Owner,2523 CC,62.1 bhp,Diesel
710,Individual,2015,14.1 kmpl,Tata Safari Storme EX,320Nm@ 1500-3000rpm,7.0,110000,Manual,First Owner,2179 CC,147.94 bhp,Diesel
711,Individual,2012,23.0 kmpl,Hyundai i20 1.4 CRDi Era,22.4 kgm at 1750-2750rpm,5.0,90000,Manual,First Owner,1396 CC,90 bhp,Diesel
712,Individual,2015,20.4 kmpl,Maruti Swift VXI Optional,113Nm@ 4200rpm,5.0,30000,Manual,First Owner,1197 CC,81.80 bhp,Petrol
713,Individual,2015,23.9 kmpl,Hyundai Verna 1.6 CRDi S,259.9Nm@ 1900-2750rpm,5.0,80000,Manual,Second Owner,1582 CC,126.2 bhp,Diesel
714,Individual,2010,16.95 kmpl,Hyundai i10 Sportz AT,111.8Nm@ 4000rpm,5.0,110000,Automatic,Third Owner,1197 CC,78.9 bhp,Petrol
715,Individual,2016,21.19 kmpl,Hyundai i20 Active 1.4 SX with AVN,219.66nm@ 1500-2750rpm,5.0,40000,Manual,First Owner,1396 CC,88.73 bhp,Diesel
716,Individual,2014,20.51 kmpl,Maruti Wagon R Stingray VXI,90Nm@ 3500rpm,5.0,35000,Manual,First Owner,998 CC,67.04 bhp,Petrol
717,Individual,2012,18.6 kmpl,Chevrolet Beat LT,108Nm@ 4400rpm,5.0,120000,Manual,First Owner,1199 CC,79.4 bhp,Petrol
718,Dealer,2013,18.6 kmpl,Ford Fiesta Classic 1.4 Duratorq LXI,160Nm@ 2000rpm,5.0,69000,Manual,First Owner,1388 CC,67 bhp,Diesel
719,Individual,2011,12.8 kmpl,Toyota Innova 2.5 VX 7 STR,20.4@ 1400-3400(kgm@ rpm),7.0,250000,Manual,Second Owner,2494 CC,102 bhp,Diesel
720,Individual,2009,19.7 kmpl,Maruti Alto STD,62Nm@ 3000rpm,5.0,100000,Manual,First Owner,796 CC,46.3 bhp,Petrol
721,Individual,2012,21.5 kmpl,Maruti SX4 ZDI Leather,200Nm@ 1750rpm,5.0,80000,Manual,Fourth & Above Owner,1248 CC,88.8 bhp,Diesel
722,Individual,2011,23.08 kmpl,Nissan Micra Diesel XV,160Nm@ 2000rpm,5.0,110000,Manual,Third Owner,1461 CC,63.1 bhp,Diesel
723,Individual,2017,18.6 kmpl,Hyundai i20 2015-2017 Sportz 1.2,114.7Nm@ 4000rpm,5.0,13000,Manual,First Owner,1197 CC,81.83 bhp,Petrol
724,Individual,2012,22.32 kmpl,Hyundai Verna 1.6 SX,259.8Nm@ 1900-2750rpm,5.0,128000,Manual,Second Owner,1582 CC,126.32 bhp,Diesel
725,Individual,2018,24.7 kmpl,Maruti Alto 800 LXI,69Nm@ 3500rpm,5.0,30000,Manual,First Owner,796 CC,47.3 bhp,Petrol
726,Dealer,2018,18.49 kmpl,Mahindra TUV 300 T4 Plus,240Nm@ 1600-2800rpm,7.0,59736,Manual,First Owner,1493 CC,100 bhp,Diesel
727,Individual,2009,18.1 kmpl,Hyundai Verna CRDi SX ABS,"24@ 1,900-2,750(kgm@ rpm)",5.0,120000,Manual,First Owner,1493 CC,110 bhp,Diesel
728,Individual,2020,22.05 kmpl,Maruti Alto 800 VXI Plus,69Nm@ 3500rpm,5.0,15000,Manual,First Owner,796 CC,47.3 bhp,Petrol
729,Dealer,2015,25.47 kmpl,Maruti Ertiga VDI,200Nm@ 1750rpm,7.0,60000,Manual,First Owner,1248 CC,88.50 bhp,Diesel
730,Individual,2011,20.0 kmpl,Ford Figo Diesel EXI,160Nm@ 2000rpm,5.0,90400,Manual,First Owner,1399 CC,68 bhp,Diesel
731,Individual,2012,12.99 kmpl,Toyota Innova 2.5 G (Diesel) 8 Seater,200Nm@ 1400-3400rpm,8.0,145000,Manual,Second Owner,2494 CC,100 bhp,Diesel
732,Individual,2018,18.9 kmpl,Hyundai Grand i10 1.2 Kappa Sportz BSIV,113.75nm@ 4000rpm,5.0,120000,Manual,First Owner,1197 CC,81.86 bhp,Petrol
733,Individual,2012,22.07 kmpl,Volkswagen Polo Diesel Highline 1.2L,180Nm@ 2000rpm,5.0,74000,Manual,Second Owner,1199 CC,73.9 bhp,Diesel
734,Individual,2011,20.54 kmpl,Volkswagen Vento Diesel Highline,250Nm@ 1500-2500rpm,5.0,69000,Manual,Second Owner,1598 CC,103.6 bhp,Diesel
735,Dealer,2017,19.33 kmpl,Jaguar XF 2.0 Diesel Portfolio,430Nm@ 1750-2500rpm,5.0,45000,Automatic,First Owner,1999 CC,177 bhp,Diesel
736,Individual,2018,28.09 kmpl,Maruti Ciaz 1.3 Alpha,200Nm@ 1750rpm,5.0,82000,Manual,First Owner,1248 CC,88.5 bhp,Diesel
737,Individual,2016,17.45 kmpl,Mahindra NuvoSport N8 AMT,240Nm@ 1600-2800rpm,7.0,50000,Automatic,First Owner,1493 CC,100 bhp,Diesel
738,Individual,2018,21.66 kmpl,Volkswagen Ameo 1.5 TDI Comfortline,250Nm@ 1500-3000rpm,5.0,18000,Manual,First Owner,1498 CC,108.62 bhp,Diesel
739,Individual,2013,22.9 kmpl,Maruti Swift VDI,190Nm@ 2000rpm,5.0,24019,Manual,First Owner,1248 CC,74 bhp,Diesel
740,Individual,2012,12.8 kmpl,Toyota Innova 2.5 GX 7 STR,20.4@ 1400-3400(kgm@ rpm),7.0,162000,Manual,Fourth & Above Owner,2494 CC,102 bhp,Diesel
741,Individual,2013,20.36 kmpl,Hyundai i10 Sportz,111.8Nm@ 4000rpm,5.0,70000,Manual,Second Owner,1197 CC,78.9 bhp,Petrol
742,Individual,2011,,Toyota Etios V,,,167000,Manual,First Owner,,,Petrol
743,Individual,2011,20.86 kmpl,Skoda Fabia 1.2L Diesel Elegance,180Nm@ 2000rpm,5.0,265000,Manual,Second Owner,1199 CC,75 bhp,Diesel
744,Dealer,2018,17.05 kmpl,BMW X1 sDrive 20d Sportline,380Nm@ 1750-2750rpm,5.0,27000,Automatic,First Owner,1995 CC,184 bhp,Diesel
745,Individual,2011,17.05 kmpl,BMW X1 sDrive20d,380Nm@ 1750-2750rpm,5.0,50000,Automatic,First Owner,1995 CC,184 bhp,Diesel
746,Individual,2015,19.09 kmpl,Tata Indigo CS LX (TDI) BS-III,135Nm@ 2500rpm,5.0,80000,Manual,Second Owner,1405 CC,69.01 bhp,Diesel
747,Individual,2019,21.21 kmpl,Maruti Swift Dzire VXI 1.2,113Nm@ 4200rpm,5.0,10000,Manual,First Owner,1197 CC,81.80 bhp,Petrol
748,Individual,2013,19.09 kmpl,Tata Indigo CS LX (TDI) BS-III,135Nm@ 2500rpm,5.0,120000,Manual,Second Owner,1405 CC,69.01 bhp,Diesel
749,Individual,2014,23.4 kmpl,Maruti Swift Dzire VDI,190Nm@ 2000rpm,5.0,110000,Manual,First Owner,1248 CC,74 bhp,Diesel
750,Individual,2012,19.2 km/kg,Hyundai i10 Magna LPG,99.04Nm@ 4500rpm,5.0,30000,Manual,First Owner,1086 CC,68.05 bhp,LPG
751,Individual,2018,17.0 kmpl,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,150Nm@ 4500rpm,5.0,90000,Manual,First Owner,1497 CC,121.36 bhp,Petrol
752,Individual,2016,27.28 kmpl,Tata Tiago 1.05 Revotorq XZ,140Nm@ 1800-3000rpm,5.0,35000,Manual,Second Owner,1047 CC,69 bhp,Diesel
753,Individual,2014,19.01 kmpl,Renault Duster 110PS Diesel RXZ Optional with Nav,248Nm@ 2250rpm,5.0,80000,Manual,First Owner,1461 CC,108.45 bhp,Diesel
754,Individual,2017,23.0 kmpl,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,205Nm@ 1750-3250rpm,5.0,76139,Manual,First Owner,1498 CC,98.96 bhp,Diesel
755,Individual,2011,20.92 kmpl,Maruti Alto K10 2010-2014 VXI,90Nm@ 3500rpm,5.0,40000,Manual,Second Owner,998 CC,67.1 bhp,Petrol
756,Individual,2013,12.99 kmpl,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,200Nm@ 1400-3400rpm,7.0,95000,Manual,Second Owner,2494 CC,100.57 bhp,Diesel
757,Individual,2012,15.3 kmpl,Tata Sumo GX,250Nm@ 1000-2000rpm,7.0,80000,Manual,Fourth & Above Owner,2956 CC,83.8 bhp,Diesel
758,Dealer,2017,24.0 kmpl,Hyundai Grand i10 1.2 CRDi Sportz,190.24nm@ 1750-2250rpm,5.0,56290,Manual,First Owner,1186 CC,73.97 bhp,Diesel
759,Individual,2006,13.6 kmpl,Mahindra Bolero DI BSIII,180 Nm at 1440-1500rpm,7.0,170000,Manual,First Owner,2523 CC,63 bhp,Diesel
760,Individual,2016,23.95 kmpl,Maruti Alto K10 VXI,90Nm@ 3500rpm,5.0,15000,Manual,First Owner,998 CC,67.05 bhp,Petrol
761,Dealer,2018,17.4 kmpl,Hyundai Elite i20 Asta Option CVT BSIV,117nm@ 4000rpm,5.0,29000,Automatic,First Owner,1197 CC,81.86 bhp,Petrol
762,Individual,2016,15.4 kmpl,Honda BRV i-VTEC V MT,145Nm@ 4600rpm,7.0,140000,Manual,First Owner,1497 CC,117.3 bhp,Petrol
763,Individual,2018,25.5 kmpl,Honda WR-V i-DTEC VX,200Nm@ 1750rpm,5.0,15000,Manual,First Owner,1498 CC,98.6 bhp,Diesel
764,Individual,2015,17.19 kmpl,Hyundai i20 Active Base Petrol,114.73Nm@ 4000rpm,5.0,45000,Manual,First Owner,1197 CC,81.86 bhp,Petrol
765,Individual,2011,23.0 kmpl,Hyundai i20 1.4 CRDi Asta,22.4 kgm at 1750-2750rpm,5.0,150000,Manual,Fourth & Above Owner,1396 CC,90 bhp,Diesel
766,Individual,2010,15.64 kmpl,Tata Indigo eCS GLX,100Nm@ 2700rpm,5.0,65000,Manual,First Owner,1193 CC,64.1 bhp,Petrol
767,Individual,2014,22.54 kmpl,Hyundai i20 Magna 1.4 CRDi,219.7Nm@ 1500-2750rpm,5.0,80000,Manual,Second Owner,1396 CC,88.73 bhp,Diesel
768,Individual,2015,26.21 kmpl,Maruti Ciaz VDi Plus,200Nm@ 1750rpm,5.0,90000,Manual,First Owner,1248 CC,88.5 bhp,Diesel
769,Individual,2005,18.9 kmpl,Maruti Wagon R LXI,90Nm@ 3500rpm,5.0,140000,Manual,Second Owner,998 CC,67.1 bhp,Petrol
770,Individual,2015,19.67 kmpl,Hyundai Creta 1.6 CRDi SX Plus,259.9Nm@ 1900-2750rpm,5.0,50000,Manual,First Owner,1582 CC,126.2 bhp,Diesel
771,Trustmark Dealer,2016,19.16 kmpl,Toyota Camry 2.5 Hybrid,213Nm@ 4500rpm,5.0,68089,Automatic,First Owner,2494 CC,157.7 bhp,Petrol
772,Trustmark Dealer,2016,18.2 kmpl,Honda Jazz VX,110Nm@ 4800rpm,5.0,56494,Manual,First Owner,1199 CC,88.7 bhp,Petrol
773,Individual,2008,17.2 kmpl,Tata Indica V2 DLX,"8.5@ 2,500(kgm@ rpm)",5.0,80000,Manual,Second Owner,1396 CC,53.5 bhp,Diesel
774,Individual,2011,26.0 kmpl,Tata Nano Cx,48Nm@ 3000rpm,4.0,80000,Manual,First Owner,624 CC,35 bhp,Petrol
775,Individual,2006,17.88 kmpl,Tata Indica V2 DL BSIII,85Nm@ 2500rpm,5.0,110000,Manual,Fourth & Above Owner,1396 CC,52.8 bhp,Diesel
776,Dealer,2018,22.0 kmpl,Maruti Swift AMT ZXI,113Nm@ 4200rpm,5.0,69779,Automatic,First Owner,1197 CC,81.80 bhp,Petrol
777,Dealer,2019,16.78 kmpl,BMW X4 M Sport X xDrive20d,400Nm@ 1750-2500rpm,5.0,8500,Automatic,First Owner,1995 CC,190 bhp,Diesel
778,Dealer,2017,19.33 kmpl,Jaguar XF 2.0 Diesel Portfolio,430Nm@ 1750-2500rpm,5.0,45000,Automatic,First Owner,1999 CC,177 bhp,Diesel
779,Individual,2017,17.6 kmpl,Tata Hexa XT,400Nm@ 1750-2500rpm,7.0,45000,Manual,First Owner,2179 CC,153.86 bhp,Diesel
780,Individual,2013,22.74 kmpl,Maruti Alto 800 LXI,69Nm@ 3500rpm,5.0,80000,Manual,Second Owner,796 CC,47.3 bhp,Petrol
781,Individual,2012,,Toyota Etios GD,,,158500,Manual,Third Owner,,,Diesel
782,Individual,2013,23.4 kmpl,Maruti Swift Dzire VDI,190Nm@ 2000rpm,5.0,56000,Manual,First Owner,1248 CC,74 bhp,Diesel
783,Individual,2016,19.44 kmpl,Datsun GO Plus T Option BSIV,104Nm@ 4000rpm,7.0,50000,Manual,First Owner,1198 CC,67 bhp,Petrol
784,Individual,2017,28.4 kmpl,Maruti Swift Dzire VDI,190Nm@ 2000rpm,5.0,20000,Manual,First Owner,1248 CC,74.02 bhp,Diesel
785,Individual,2006,14.0 kmpl,Maruti Wagon R LXI BSIII,"8.6@ 3,500(kgm@ rpm)",5.0,50000,Manual,Third Owner,1061 CC,64 bhp,Petrol
786,Individual,2015,20.4 kmpl,Maruti Swift VXI Windsong Limited edition,115Nm@ 4000rpm,5.0,35000,Manual,Second Owner,1197 CC,83.11 bhp,Petrol
787,Individual,2010,17.0 kmpl,Tata Indica Vista Aqua 1.4 TDI,135 Nm at 2500  rpm ,5.0,120000,Manual,Second Owner,1405 CC,71 bhp,Diesel
788,Individual,2014,13.0 kmpl,Toyota Fortuner 4x2 Manual,343Nm@ 1400-3400rpm,7.0,150000,Manual,First Owner,2982 CC,168.5 bhp,Diesel
789,Individual,2009,13.6 kmpl,Mahindra Bolero DI DX 7 Seater,180 Nm at 1440-1500rpm,7.0,150000,Manual,Second Owner,2523 CC,63 bhp,Diesel
790,Individual,2019,16.36 kmpl,Mahindra Scorpio S5 BSIV,280Nm@ 1800-2800rpm,7.0,60000,Manual,First Owner,2179 CC,120 bhp,Diesel
791,Individual,2003,18.9 kmpl,Maruti Wagon R LXI,90Nm@ 3500rpm,5.0,40000,Manual,First Owner,998 CC,67.1 bhp,Petrol
792,Individual,2019,20.0 kmpl,Renault Triber RXZ BSIV,96Nm@ 3500rpm,7.0,6500,Manual,First Owner,999 CC,72 bhp,Petrol
793,Individual,2011,16.0 kmpl,Honda Jazz Select Edition Active,110(11.2)@ 4800,5.0,80000,Manual,Second Owner,1198 CC,90 bhp,Petrol
794,Individual,2010,14.0 kmpl,Mahindra Xylo E4 BS IV,260 Nm at 1800-2200 rpm,7.0,60000,Manual,Second Owner,2498 CC,112 bhp,Diesel
795,Individual,2010,18.8 kmpl,Tata Manza Aura (ABS) Quadrajet,200Nm@ 1750-3000rpm,5.0,120000,Manual,First Owner,1248 CC,90 bhp,Diesel
796,Individual,2012,15.3 kmpl,Tata Sumo CX,250Nm@ 1000-2000rpm,7.0,70000,Manual,Second Owner,2956 CC,83.8 bhp,Diesel
797,Individual,2011,11.5 kmpl,Toyota Fortuner 3.0 Diesel,343Nm@ 1400-3400rpm,7.0,120000,Manual,First Owner,2982 CC,171 bhp,Diesel
798,Individual,2014,19.5 kmpl,Fiat Linea Classic Plus 1.3 Multijet,197Nm@ 1750rpm,5.0,142500,Manual,First Owner,1248 CC,75 bhp,Diesel
799,Individual,2014,12.99 kmpl,Toyota Innova 2.5 GX (Diesel) 7 Seater,200Nm@ 1200-3600rpm,7.0,121000,Manual,Third Owner,2494 CC,100.6 bhp,Diesel
800,Individual,2013,21.1 kmpl,Hyundai EON Era Plus,74.5Nm@ 4000rpm,5.0,70000,Manual,First Owner,814 CC,55.2 bhp,Petrol
801,Individual,2015,16.0 kmpl,Mahindra XUV500 W10 2WD,330Nm@ 1600-2800rpm,7.0,188000,Manual,First Owner,2179 CC,140 bhp,Diesel
802,Individual,2010,14.0 kmpl,Mahindra Xylo E4 BS IV,260 Nm at 1800-2200 rpm,7.0,168000,Manual,First Owner,2498 CC,112 bhp,Diesel
803,Individual,2008,19.2 kmpl,Hyundai i10 Asta Sunroof AT,"11.4@ 4,000(kgm@ rpm)",5.0,120000,Automatic,Second Owner,1197 CC,80 bhp,Petrol
804,Individual,2018,17.0 kmpl,Tata Nexon 1.2 Revotron XZ Plus,170Nm@ 1750-4000rpm,5.0,25000,Manual,First Owner,1198 CC,108.5 bhp,Petrol
805,Dealer,2012,21.1 kmpl,Maruti Ritz VDi,113Nm@ 4500rpm,5.0,72072,Manual,First Owner,1248 CC,73.9 bhp,Diesel
806,Individual,2016,16.0 kmpl,Mahindra XUV500 AT W6 2WD,330Nm@ 1600-2800rpm,7.0,75000,Automatic,Third Owner,2179 CC,140 bhp,Diesel
807,Individual,2015,24.5 kmpl,Honda Mobilio RS i DTEC,200Nm@ 1750rpm,7.0,94000,Manual,Second Owner,1498 CC,98.6 bhp,Diesel
808,Individual,2019,23.0 kmpl,Ford EcoSport 1.5 Diesel Titanium BSIV,205Nm@ 1750-3250rpm,5.0,2600,Manual,First Owner,1498 CC,98.96 bhp,Diesel
809,Individual,2009,19.0 kmpl,Maruti Zen Estilo LXI BS IV,90Nm@ 3500rpm,5.0,60000,Manual,First Owner,998 CC,67.1 bhp,Petrol
810,Individual,2015,12.99 kmpl,Toyota Innova 2.5 VX (Diesel) 7 Seater,200Nm@ 1400-3400rpm,7.0,120000,Manual,First Owner,2494 CC,100.6 bhp,Diesel
811,Individual,2019,22.54 kmpl,Hyundai Elite i20 Diesel Sportz,219.66nm@ 1500-2750rpm,5.0,60000,Manual,First Owner,1396 CC,88.76 bhp,Diesel
812,Individual,2002,16.1 kmpl,Maruti 800 Std,59Nm@ 2500rpm,4.0,80000,Manual,Third Owner,796 CC,37 bhp,Petrol
813,Individual,2011,20.54 kmpl,Volkswagen Vento Diesel Highline,250Nm@ 1500-2500rpm,5.0,100000,Manual,Second Owner,1598 CC,103.6 bhp,Diesel
814,Individual,2015,25.1 kmpl,Honda City i DTEC VX,200Nm@ 1750rpm,5.0,60000,Manual,First Owner,1498 CC,98.6 bhp,Diesel
815,Individual,2017,28.4 kmpl,Maruti Swift Dzire VDI,190Nm@ 2000rpm,5.0,35000,Manual,First Owner,1248 CC,74.02 bhp,Diesel
816,Individual,2010,17.8 kmpl,Maruti Swift Vdi BSIII,190Nm@ 2000rpm,5.0,120000,Manual,Second Owner,1248 CC,75 bhp,Diesel
817,Dealer,2019,22.27 kmpl,Volkswagen Vento 1.5 TDI Highline BSIV,250Nm@ 1500-3000rpm,5.0,5400,Manual,Test Drive Car,1498 CC,108.6 bhp,Diesel
818,Individual,2006,15.3 kmpl,Hyundai Getz GLE,115Nm@ 3200rpm,5.0,100000,Manual,Third Owner,1341 CC,83 bhp,Petrol
819,Individual,2011,17.0 kmpl,Honda City 1.5 E MT,146Nm at 4800 rpm,5.0,50000,Manual,First Owner,1497 CC,118 bhp,Petrol
820,Individual,2016,16.0 kmpl,Mahindra XUV500 W10 2WD,330Nm@ 1600-2800rpm,7.0,70000,Manual,First Owner,2179 CC,140 bhp,Diesel
821,Individual,2014,15.4 kmpl,Mahindra Scorpio S2 7 Seater,200Nm@ 1400-2200rpm,7.0,120000,Manual,First Owner,2523 CC,75 bhp,Diesel
